OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-05428600,"WEST BRANCH STARKWEATHER CREEK AT MADISON, WI",Stream,,07090002,12.1,sq mi,,,43.09944,-89.338451,24000,1,seconds,Interpolated from MAP.,NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05428650,"EAST BRANCH STARKWEATHER CREEK AT MADISON, WI",Stream,,07090002,8.89,sq mi,,,43.0991623,-89.3317842,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05428668,"STARKWEATHER CREEK ABOVE ATWOOD AVE AT MADISON, WI",Stream,,07090002,24,sq mi,,,43.0919403,-89.3331732,24000,1,seconds,Interpolated from MAP.,NAD83,845,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05429150,"MURPHY CREEK AT MADISON, WI",Stream,,07090002,8.03,sq mi,,,43.0487778,-89.3926667,24000,1,seconds,Interpolated from MAP.,NAD83,860,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05429280,"NINE SPRINGS CREEK AT MOORLAND RD NEAR MADISON, WI",Stream,,07090002,10.8,sq mi,,,43.0308309,-89.3473407,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05429580,"DOOR CREEK NEAR COTTAGE GROVE, WI",Stream,,07090002,15.3,sq mi,,,43.048331,-89.2317826,24000,1,seconds,Interpolated from MAP.,NAD83,850,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05429720,"YAHARA RIVER NEAR STOUGHTON, WI",Stream,,07090002,414,sq mi,,,42.8811141,-89.210949,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05435934,"BADGER MILL CREEK AT NESBITT ROAD AT MADISON, WI",Stream,,07090004,11.2,sq mi,,,43.0011086,-89.4990104,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,965,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05435935,"BADGER MILL CREEK @ HIGHWAYS 18 & 151 @ MADISON,WI",Stream,,07090004,11.8,sq mi,,,42.9986086,-89.4987326,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,965,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05435980,"WEST BRANCH SUGAR RIVER NEAR MT. VERNON, WI",Stream,,07090004,32.7,sq mi,,,42.9130555,-89.6220664,24000,1,seconds,Interpolated from MAP.,NAD83,875,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05436000,"MOUNT VERNON CREEK NEAR MOUNT VERNON, WI",Stream,,07090004,16.4,sq mi,,,42.920833,-89.6203998,,5,seconds,Interpolated from MAP.,NAD83,875,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05544371,"JEWEL CREEK AT MUSKEGO, WI",Stream,,07120006,8.16,sq mi,,,42.9269587,-88.1459228,24000,1,seconds,Interpolated from MAP.,NAD83,800,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,133,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-424007088171701,RA-02/19E/06-0339,Well,,07120006,,,,,42.6686111,-88.2880556,24000,1,seconds,Interpolated from MAP.,NAD83,802.00,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,101,Cambrian-Ordovician aquifer system,Sandstone Aquifer,,19630401,1474,ft,1474,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-425837090375701,GR-06/02W/20-0149,Well,,07070005,,,,,42.9769444,-90.6325,24000,1,seconds,Interpolated from MAP.,NAD83,1181.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,043,Cambrian-Ordovician aquifer system,Eau Claire Formation,Mixed (confined and unconfined) multiple aquifers,19830519,994,ft,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-425954088482701,JE-06/14E/11-0013,Well,,07090001,,,,,42.9983333,-88.8075,24000,1,seconds,Interpolated from MAP.,NAD83,780.00,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,055,Cambrian-Ordovician aquifer system,St. Croixan Series,,19270730,854,ft,854,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430031087511000,SOUTHERN OUTSIDE HARBOR BREAKWALL LAKE SITE,"Lake, Reservoir, Impoundment",,04060200,,,,,43.008626,-87.8528606,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430052087531400,SOUTH MID-HARBOR MILWAUKEE OUTER HARBOR,"Lake, Reservoir, Impoundment",,04060200,,,,,43.014459,-87.887306,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430102089252000,"HATCHERY HILL STORM SEWER AT FITCHBURG, WI",Facility: Storm sewer,,07090002,0.004,sq mi,,,43.0172222,-89.4222222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,940,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430130087534700,MID-CHANNEL SITE AT JONES ISLAND,"Lake, Reservoir, Impoundment",,04040003,,,,,43.0250141,-87.8964731,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430134087532900,MIDDLE HARBOR MILWAUKEE OUTER HARBOR,"Lake, Reservoir, Impoundment",,04060200,,,,,43.0261252,-87.891473,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430138087514800,MIDDLE OUTSIDE HARBOR BREAKWATER LAKE SITE,"Lake, Reservoir, Impoundment",,04060200,,,,,43.0272364,-87.8634167,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430140089281000,"KRONCKE DRIVE STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.08,sq mi,,,43.0277748,-89.4695652,24000,1,seconds,Interpolated from MAP.,NAD83,1030,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430209089274900,"KNOX LANE STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.14,sq mi,,,43.0358301,-89.4637317,24000,1,seconds,Interpolated from MAP.,NAD83,1025,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430211089252601,"UW ARBORETUM STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,,,,,43.0363611,-89.4238333,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,889,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430216087532400,NORTH MID-HARBOR MILWAUKEE OUTER HARBOR,"Lake, Reservoir, Impoundment",,04060200,,,,,43.0377915,-87.8900842,24000,.5,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430230089284300,"PIPING ROCK ROAD STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.09,sq mi,,,43.0416633,-89.478732,24000,1,seconds,Interpolated from MAP.,NAD83,995,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430240087520300,NORTHERN OUTSIDE HARBOR BREAKWATER LAKE SITE,"Lake, Reservoir, Impoundment",,04060200,,,,,43.044458,-87.8675837,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,079,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430302089224101,"JOHN NOLEN DRIVE STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.0033,sq mi,,,43.0505556,-89.3780556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,850,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430307089310801,"WATTS RD STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090004,,,,,43.0518889,-89.5188056,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1110,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430309089302501,"WALMART WEST STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090004,,,,,43.0525833,-89.5069167,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1098,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430321089294301,"ODANA RD STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090004,,,,,43.0559444,-89.4951944,24000,1,minutes,Interpolated from MAP.,NAD83,1041,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430333089312500,"MENARDS WEST STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,,,,,43.0591627,-89.5237324,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1070,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430356089183501,"US HWY 51 WISDOT GRASS SWALES FILTER AT MADISON,WI",Stream: Ditch,,07090002,0.0016,sq mi,,,43.0654167,-89.30975,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,898,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430356089183502,"US HWY 51 WISDOT GRASS SWALES MIDDLE MADISON, WI",Stream: Ditch,,07090002,0.0016,sq mi,,,43.0654167,-89.30975,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,898,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430402089183501,"US HWY 51 WISDOT GRASS SWALES DOWNSTRM MADISON, WI",Stream: Ditch,,07090002,0.0016,sq mi,,,43.0671389,-89.30975,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,894,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430402089282000,"SOUTH KENOSHA DRIVE STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.003,sq mi,,,43.0672222,-89.4722222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,978,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430428089325701,"WEST OLD SAUK ROAD STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.0022,sq mi,,,43.0744444,-89.5491667,24000,1,seconds,Interpolated from MAP.,NAD83,1089,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430432089313401,"OLD SAUK ROAD RAIN GARDEN AT MADISON, WI",Land,,07090002,0,sq mi,,,43.0755512,-89.5262324,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1000,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430435089325901,"BEAR CLAW WAY STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.001,sq mi,,,43.0763889,-89.5497222,24000,1,seconds,Interpolated from MAP.,NAD83,1089,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430440089223400,"MG&E STORMWATER FILTER OUTLET AT MADISON, WI",Stream,,07090002,0.002,sq mi,,,43.0777739,-89.3762297,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,855,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430440089223500,"MG&E STORMWATER FILTER INLET AT MADISON, WI",Stream,,07090002,0.002,sq mi,,,43.0777739,-89.3765075,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,855,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430518089205901,"HIGH DENSITY RESIDENTIAL STORM SEWER @ MADISON, WI",Facility: Storm sewer,,07090002,,,,,43.0883333,-89.3497222,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,853,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430532089315601,"BIO CELL SS-INLET-AT USGS OFFICE AT MIDDLETON, WI",Facility: Storm sewer,,07090002,,,,,43.0922778,-89.53225,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,936,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430532089315602,"BIO CELL SS-OUTLET-AT USGS OFFICE AT MIDDLETON, WI",Facility: Storm sewer,,07090002,,,,,43.0922778,-89.53225,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,936,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430536089305201,DN-07/08E/11-0056,Well,,07090002,,,,,43.0933285,-89.5145655,24000,5,seconds,Interpolated from MAP.,NAD83,1031.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,Cambrian-Ordovician aquifer system,St. Croixan Series,,19400101,330,ft,330,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430640089320300,"AIRPORT ROAD STORM SEWER AT MIDDLETON, WI",Facility: Storm sewer,,07090002,0.0015,sq mi,,,43.1111111,-89.5341667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,915,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181200,"PERMEABLE PAVEMENT INFLUENT AT MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,24000,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181211,"PERMEABLE PAVEMENT CELL 1 DRAIN TILE AT MADISON,WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,24000,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181212,"PERMEABLE PAVEMENT CELL 1 OVERFLOW @ MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181221,"PERMEABLE PAVEMENT CELL 2 DRAIN TILE @ MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181222,"PERMEABLE PAVEMENT CELL 2 OVERFLOW @ MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181231,"PERMEABLE PAVEMENT CELL 3 DRAIN TILE @ MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430649089181232,"PERMEABLE PAVEMENT CELL 3 OVERFLOW @ MADISON, WI",Facility: Pavement,,07090002,,,,,43.1136111,-89.3033333,,1,seconds,Interpolated from Digital MAP.,NAD83,930,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430710089183400,"TARGET EAST STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.09,sq mi,,,43.1194395,-89.3095614,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,860,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430734089174801,"JOANN FABRIC COMM ROOF DRAIN TILE AT MADISON, WI",Facility: Storm sewer,,07090002,,,,,43.1261111,-89.2966667,24000,1,seconds,Interpolated from Digital MAP.,NAD83,872,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430748089181800,"EAST WASHINGTON AVENUE STORM SEWER AT MADISON, WI",Facility: Storm sewer,,07090002,0.003,sq mi,,,43.1299948,-89.3051168,24000,1,seconds,Interpolated from MAP.,NAD83,895,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-431037090043401,SK-08/03E/12-0200,Well,,07070005,,,,,43.1770556,-90.0761944,24000,10,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,730,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,111,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Unconfined single aquifer,19821217,125,ft,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-431953088113701,WN-10/19E/13-0997,Well,,04040003,,,,,43.33125,-88.1935278,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,941,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,131,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Confined single aquifer,19940602,94,ft,94,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-432700089440001,SK-11/06E/12-0371,Well,,07070004,,,,,43.4460556,-89.7314722,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,888,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,111,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,,19900519,185,ft,185,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-433136089235301,CO-12/09E/11-0740,Well,,04030201,,,,,43.5265556,-89.3979167,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,810,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,021,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Unconfined single aquifer,19960711,134,ft,134,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-433144089595901,SK-12/04E/10-0126,Well,,07070004,,,,,43.5288889,-89.9997222,24000,1,seconds,Interpolated from MAP.,NAD83,884.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,111,Cambrian-Ordovician aquifer system,Elk Mound Group,,19651101,400,ft,400,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-433215088010001,OZ-12/21E/05-0582,Well,,04040003,,,,,43.5375,-88.0168056,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,089,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Unconfined single aquifer,19950220,93,ft,93,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-433542089204601,CO-13/10E/19-0737,Well,,04030201,,,,,43.5951111,-89.3462222,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,829,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,021,Cambrian-Ordovician aquifer system,Sandstone Aquifer,Confined single aquifer,19951024,123,ft,123,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-434422087590601,SB-15/21E/28-0048,Well,,04030101,,,,,43.7394389,-87.9850938,62500,5,seconds,Interpolated from MAP.,NAD83,840.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,117,Sand and gravel aquifers (glaciated regions),Quaternary System,,19370101,98,ft,98,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-434745089184801,MQ-15/10E/09-0108,Well,,04030201,,,,,43.7969444,-89.3146111,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,077,Cambrian-Ordovician aquifer system,Sandstone Aquifer,Unconfined single aquifer,19840712,210,ft,210,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435107088505801,FL-16/14E/17-0048,Well,,04030201,,,,,43.851927,-88.8495561,62500,5,seconds,Interpolated from MAP.,NAD83,850.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,039,Cambrian-Ordovician aquifer system,,,,185,ft,185,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435123088380601,FL-16/14E/17-0799,Well,,04030201,,,,,43.85675,-88.8655833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,840,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,039,Cambrian-Ordovician aquifer system,Sandstone Aquifer,Unconfined single aquifer,197206,320,ft,320,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435324090582501,LC-16/05W/05-0062,Well,,07040006,,,,,43.8899664,-90.9737442,62500,1,minutes,Interpolated from MAP.,NAD83,780.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,063,Cambrian-Ordovician aquifer system,Elk Mound Group,,19600901,173,ft,175,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435343089040601,GL-17/12E/33-0105,Well,,04030201,,,,,43.8951944,-89.0684167,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,762,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,047,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Confined single aquifer,20000905,140,ft,140,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435354088460901,WI-17/14E/36-0332,Well,,04030201,,,,,43.8981667,-88.7718056,62500,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895.00,feet,15,feet,Interpolated from topographic map.,NGVD29,US,55,139,Cambrian-Ordovician aquifer system,Sandstone Aquifer,,,111,ft,111,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435453089184701,MQ-17/10E/28-0121,Well,,04030201,,,,,43.9146944,-89.313,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,810,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,077,Sand and gravel aquifers (glaciated regions),Sand and Gravel Aquifer,Confined single aquifer,19970630,137,ft,137,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435515088193101,FL-17/18E/27-0798,Well,,04030203,,,,,43.9184722,-88.3265278,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,756,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,039,Cambrian-Ordovician aquifer system,Sandstone Aquifer,Confined single aquifer,1951,466,ft,466,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435602089165401,MQ-17/09E/19-0107,Well,,04030201,,,,,43.9340556,-89.4679444,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,077,Cambrian-Ordovician aquifer system,Sandstone Aquifer,,19871128,179,ft,179,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435907088462502,WI-18/14E/36-0841,Well,,04030201,,,,,43.9849722,-88.7758056,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,831,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,139,Cambrian-Ordovician aquifer system,Sandstone Aquifer,Unconfined single aquifer,20010813,102,ft,102,ft,NWIS
